reward,location,identity,salience,neuron_type,neuron_idx
0.003494178235995094,0.00011583739703790643,0.005774741665172421,0.0056197458100254475,E,0
0.00041798914823900144,0.0013000135738319442,0.001992839419174635,0.0002788731355550178,E,1
0.00031633081895786455,0.001979691763860247,0.00402293153262005,0.0005940720547028623,E,2
0.007664816418669463,6.359110996670424e-07,0.022477091325125598,0.010513262579996746,E,3
1.4370824731449706e-06,0.004421847269845892,0.017881764258533467,0.0028373616111262824,E,4
0.00010821629859039417,6.986434182943793e-05,0.0006881394921835265,0.0025138860772630127,E,5
0.006921138828230636,0.0007080532799794023,0.0003671039574057866,0.00029848759275627625,E,6
0.002281836208063418,3.9307209174084115e-05,0.006627003934811092,0.0016158345994400415,E,7
0.0016359592934100866,0.00010752693879238774,0.017127768055056128,0.013368370009086744,E,8
0.0043378063803633845,0.0003470621963919654,0.005643675887660536,0.00818471456234963,E,9
0.0005388071392748343,0.0002688431252608656,0.018737281865197086,0.022292431521476152,E,10
0.0031046742818902247,0.0003094763282512894,7.041467452633481e-07,0.006755257382182043,E,11
0.01073878939956084,0.0036625856980511302,0.00024256302336105447,0.00021570578453762834,E,12
0.0002187343222945546,0.00011341919644160264,0.00018996228305740562,0.0002688639974015713,E,13
0.0069781218311693385,0.005310474876385001,0.002156713229458148,0.001773563575477864,E,14
0.0029629347072494404,3.842207157521045e-05,1.8528894084947086e-05,0.0006979759915546682,E,15
9.461346841282004e-05,0.0011067901249661484,0.0043745578761797245,0.0037305284659788006,E,16
2.1548278326992155e-05,0.0029035175916771717,0.0005012050036364828,0.0004491915380211612,E,17
0.00031753432134374264,0.008053075755884905,0.0020627978795088957,0.005485045060273814,E,18
0.006488814914831157,0.0031471598654546585,3.782404663924365e-05,0.0006055928228804146,E,19
0.002300451153170757,0.00012081250729298175,0.013910886143798137,0.0019474088540254958,E,20
0.001910180784380716,0.002578752145045661,0.013832370831958951,0.008483971591893544,E,21
0.000891950030274711,0.005342285639951036,8.318575698030757e-06,1.6636657264084516e-06,E,22
0.0013206385505514404,0.015575929861006142,0.0004186000475918449,0.0004980507226282362,E,23
0.0014564905875344852,0.0013326657049013717,8.974178857224627e-05,0.010518292083665165,E,24
0.0016023562331235449,0.018026858735954714,0.0005719643556197577,0.0004404462153913692,E,25
5.155122072916384e-06,0.013800654747625261,0.0007754366555511751,0.004781488893625029,E,26
0.005075851645370327,0.015678685094472435,0.008019098405398434,0.0025190415710958864,E,27
0.004037024691698319,0.0009214762433080297,0.002960521181824697,1.5560349593844277e-05,E,28
0.0009598185007543906,0.00958915465336933,0.0018460549240642788,0.0002575279459733805,E,29
0.0002648340866030095,0.00010611756461116526,1.2408087617076064e-06,0.0005049377846611473,E,30
0.004566767708299303,0.0005969155462934568,0.0021166948040191582,9.604236474589066e-05,E,31
0.0006543445141678075,0.007503307515058162,2.6536356156921048e-05,0.002843214863342908,E,32
0.00037968931064880643,0.00022608553198605032,0.0003420961520299529,0.001045069011395262,E,33
0.002634009734424694,0.005475043218206476,0.00658237498179219,2.468347755568912e-06,E,34
1.974066388036372e-05,0.0006368896480761564,0.0033226629731069636,0.0007631732924586919,E,35
0.006485631996264933,0.004942904751027853,0.004382152960094237,0.00011865539806419521,E,36
0.0013259754574086898,0.00332359744487024,0.008715237872262681,0.0005720713150218429,E,37
0.0014775332139961212,0.004005806480283637,2.8098886290415825e-05,0.002007030757334108,E,38
0.00011838037957116649,0.0005978166313907107,3.950574249380143e-07,0.002756574103120162,E,39
0.00015008074124812592,0.0006611345132731547,0.011481674460057783,0.007002715534019828,E,40
0.001000632818861471,0.003233275392518748,0.0041420567073441154,0.0010514775073142933,I,0
0.001708160894309275,0.030228642662138094,0.00014242031135722446,0.0017190475304037294,I,1
0.0005683773091547978,0.0022359558051319884,0.0033745914190058653,1.922037490102477e-05,I,2
0.006001456297344993,0.002653899086767153,0.011730828939676396,0.012246035210763184,I,3
3.6228856687719098e-06,0.00040327769933073596,0.00021123435574741382,7.767651747852893e-06,I,4
0.0003672160124063392,0.00019724510474022287,0.0017523335439728058,0.0011711046549543024,I,5
0.004716677775324449,0.012526354132250679,0.0013124431248871112,0.0012610717134048783,I,6
0.00030944255060142307,0.002767104344665281,0.005503508059031997,0.005255417045157232,I,7
0.0005692812909059851,0.002118955030205888,0.0014693814937935096,0.0026121292486936194,I,8
1.5990991231001949e-06,2.0726331847185928e-05,0.0016032297971438406,0.0002228923577479678,I,9
0.008886592817588237,0.0005293144090927778,0.0015412827085224139,0.010106748047770831,I,10
0.0024104945326692585,0.000758072699339196,0.0010005709458182368,0.013857678246973417,I,11
0.0021532579356534844,0.0005123996063311173,0.0012285913370715822,0.00029694299048245605,I,12
